Time,Data
0.000000E+0,1.030000E+2
8.333000E-8,1.040000E+2
1.666600E-7,1.040000E+2
2.499900E-7,1.030000E+2
3.333200E-7,1.020000E+2
4.166500E-7,1.020000E+2
4.999800E-7,1.020000E+2
5.833100E-7,1.020000E+2
6.666400E-7,1.040000E+2
7.499700E-7,1.050000E+2
8.333000E-7,1.050000E+2
9.166300E-7,1.050000E+2
9.999600E-7,1.040000E+2
1.083290E-6,1.050000E+2
1.166620E-6,1.030000E+2
1.249950E-6,1.040000E+2
1.333280E-6,1.030000E+2
1.416610E-6,1.020000E+2
1.499940E-6,1.040000E+2
1.583270E-6,1.030000E+2
1.666600E-6,1.040000E+2
1.749930E-6,1.020000E+2
1.833260E-6,1.040000E+2
1.916590E-6,1.030000E+2
1.999920E-6,1.030000E+2
2.083250E-6,1.030000E+2
2.166580E-6,1.020000E+2
2.249910E-6,1.030000E+2
2.333240E-6,1.040000E+2
2.416570E-6,1.040000E+2
2.499900E-6,1.030000E+2
2.583230E-6,1.030000E+2
2.666560E-6,1.030000E+2
2.749890E-6,1.050000E+2
2.833220E-6,1.040000E+2
2.916550E-6,1.040000E+2
2.999880E-6,1.040000E+2
3.083210E-6,1.030000E+2
3.166540E-6,1.030000E+2
3.249870E-6,1.030000E+2
3.333200E-6,1.040000E+2
3.416530E-6,1.040000E+2
3.499860E-6,1.050000E+2
3.583190E-6,1.050000E+2
3.666520E-6,1.040000E+2
3.749850E-6,1.030000E+2
3.833180E-6,1.030000E+2
3.916510E-6,1.020000E+2
3.999840E-6,1.030000E+2
4.083170E-6,1.040000E+2
4.166500E-6,1.040000E+2
4.249830E-6,1.040000E+2
4.333160E-6,1.040000E+2
4.416490E-6,1.040000E+2
4.499820E-6,1.020000E+2
4.583150E-6,1.030000E+2
4.666480E-6,1.030000E+2
4.749810E-6,1.020000E+2
4.833140E-6,1.030000E+2
4.916470E-6,1.040000E+2
4.999800E-6,1.030000E+2
5.083130E-6,1.030000E+2
5.166460E-6,1.030000E+2
5.249790E-6,1.040000E+2
5.333120E-6,1.030000E+2
5.416450E-6,1.040000E+2
5.499780E-6,1.040000E+2
5.583110E-6,1.040000E+2
5.666440E-6,1.050000E+2
5.749770E-6,1.050000E+2
5.833100E-6,1.040000E+2
5.916430E-6,1.050000E+2
5.999760E-6,1.060000E+2
6.083090E-6,1.050000E+2
6.166420E-6,1.040000E+2
6.249750E-6,1.050000E+2
6.333080E-6,1.040000E+2
6.416410E-6,1.030000E+2
6.499740E-6,1.020000E+2
6.583070E-6,1.030000E+2
6.666400E-6,1.030000E+2
6.749730E-6,1.040000E+2
6.833060E-6,1.050000E+2
6.916390E-6,1.050000E+2
6.999720E-6,1.040000E+2
7.083050E-6,1.030000E+2
7.166380E-6,1.040000E+2
7.249710E-6,1.040000E+2
7.333040E-6,1.030000E+2
7.416370E-6,1.030000E+2
7.499700E-6,1.040000E+2
7.583030E-6,1.050000E+2
7.666360E-6,1.050000E+2
7.749690E-6,1.050000E+2
7.833020E-6,1.040000E+2
7.916350E-6,1.040000E+2
7.999680E-6,1.050000E+2
8.083010E-6,1.050000E+2
8.166340E-6,1.040000E+2
8.249670E-6,1.050000E+2
8.333000E-6,1.040000E+2
8.416330E-6,1.030000E+2
8.499660E-6,1.030000E+2
8.582990E-6,1.050000E+2
8.666320E-6,1.040000E+2
8.749650E-6,1.040000E+2
8.832980E-6,1.040000E+2
8.916310E-6,1.030000E+2
8.999640E-6,1.010000E+2
9.082970E-6,1.020000E+2
9.166301E-6,1.030000E+2
9.249630E-6,1.020000E+2
9.332960E-6,1.040000E+2
9.416290E-6,1.040000E+2
9.499620E-6,1.040000E+2
9.582950E-6,1.040000E+2
9.666280E-6,1.050000E+2
9.749610E-6,1.050000E+2
9.832940E-6,1.050000E+2
9.916270E-6,1.040000E+2
9.999600E-6,1.040000E+2
1.008293E-5,1.040000E+2
1.016626E-5,1.050000E+2
1.024959E-5,1.060000E+2
1.033292E-5,1.040000E+2
1.041625E-5,1.030000E+2
1.049958E-5,1.030000E+2
1.058291E-5,1.040000E+2
1.066624E-5,1.050000E+2
1.074957E-5,1.040000E+2
1.083290E-5,1.050000E+2
1.091623E-5,1.050000E+2
1.099956E-5,1.050000E+2
1.108289E-5,1.060000E+2
1.116622E-5,1.060000E+2
1.124955E-5,1.060000E+2
1.133288E-5,1.050000E+2
1.141621E-5,1.030000E+2
1.149954E-5,1.030000E+2
1.158287E-5,1.030000E+2
1.166620E-5,1.030000E+2
1.174953E-5,1.030000E+2
1.183286E-5,1.030000E+2
1.191619E-5,1.050000E+2
1.199952E-5,1.050000E+2
1.208285E-5,1.050000E+2
1.216618E-5,1.040000E+2
1.224951E-5,1.040000E+2
1.233284E-5,1.040000E+2
1.241617E-5,1.030000E+2
1.249950E-5,1.030000E+2
1.258283E-5,1.040000E+2
1.266616E-5,1.040000E+2
1.274949E-5,1.050000E+2
1.283282E-5,1.040000E+2
1.291615E-5,1.030000E+2
1.299948E-5,1.030000E+2
1.308281E-5,1.030000E+2
1.316614E-5,1.040000E+2
1.324947E-5,1.050000E+2
1.333280E-5,1.050000E+2
1.341613E-5,1.050000E+2
1.349946E-5,1.050000E+2
1.358279E-5,1.040000E+2
1.366612E-5,1.040000E+2
1.374945E-5,1.050000E+2
